,No,Sell to Customer No,Ship-to Code,Ship-to County,Posting Date,Customer Posting Group,Salesperson Code,Gen Bus Posting Group,Order Type ID,Is DI Drop Ship,Clean Ship-to County
28553,SCM+051707,2BONAR,DEFAULT,NY,2016-10-28 00:00:00.000,2NYRESTAUR,TCU,NYRES,0,No,NY
28554,SCM+051782,2CASAL,DEFAULT,NY,2016-11-09 00:00:00.000,2NYRESTAUR,TCU,NYRES,0,No,NY
28555,SCM+051797,2PORTI,DEFAULT,NY,2016-11-11 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28556,SCM+051856,2LUCAN,DEFAULT,NY,2016-11-14 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28557,SCM+051857,2VINOR,DEFAULT,NY,2016-11-14 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28558,SCM+051889,2SOFIG,DEFAULT,NY,2016-11-14 00:00:00.000,2NYRESTAUR,GCV,NYRES,0,No,NY
28559,SCM+051900,2CASAL,DEFAULT,NY,2016-11-16 00:00:00.000,2NYRESTAUR,TCU,NYRES,0,No,NY
28560,SCM+052005,2TIROA,DEFAULT,NY,2016-11-22 00:00:00.000,2NYRESTAUR,GCV,NYRES,0,No,NY
28561,SCM+052037,2LECIR,DEFAULT,NY,2016-11-30 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28562,SCM+052041,2GIOGI,DEFAULT,NY,2016-12-01 00:00:00.000,2NYRESTAUR,BLO,NYRES,0,No,NY
28563,SCM+052075,2LUCAN,DEFAULT,NY,2016-12-06 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28564,SCM+052103,2LUSAL,DEFAULT,NY,2016-12-08 00:00:00.000,2NYRESTAUR,PBE,NYRES,0,No,NY
28565,SCM+052338,2ROCKC,DEFAULT,NY,2016-12-29 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28566,SCM+052444,2CORNL,DEFAULT,NY,2017-01-17 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28567,SCM+052453,2REDWH,DEFAULT,NY,2017-01-19 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28568,SCM+052619,2QUEEN,DEFAULT,NY,2017-01-31 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28569,SCM+052621,2TRATT,DEFAULT,NY,2017-01-31 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28570,SCM+052682,2CANTI,DEFAULT,NY,2017-02-08 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28571,SCM+052709,2VINOR,DEFAULT,NY,2017-02-09 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28572,SCM+052728,2DUERE,DEFAULT,NY,2017-02-13 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28573,SCM+052807,2CASAL,DEFAULT,NY,2017-02-23 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28574,SCM+052858,2LOWEL,DEFAULT,NY,2017-02-27 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28575,SCM+052875,2MEZLR,DEFAULT,NY,2017-03-02 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28576,SCM+052916,2CASAL,DEFAULT,NY,2017-03-06 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28577,SCM+053009,2CASAL,DEFAULT,NY,2017-03-17 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28578,SCM+053021,2ANCHI,DEFAULT,NY,2017-03-21 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28579,SCM+053022,2CASAL,DEFAULT,NY,2017-03-22 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28580,SCM+053023,2CARMI,DEFAULT,NY,2017-03-22 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28581,SCM+053127,2SISRE,DEFAULT,NY,2017-03-29 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28582,SCM+053154,2BONAR,DEFAULT,NY,2017-04-04 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28583,SCM+053259,2CARMI,DEFAULT,NY,2017-04-17 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28584,SCM+053382,2CORNL,DEFAULT,NY,2017-04-27 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28585,SCM+053388,2NOVIT,DEFAULT,NY,2017-04-28 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28586,SCM+053549,2NOVIT,DEFAULT,NY,2017-05-14 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28587,SCM+053654,2ILTOS,DEFAULT,NY,2017-05-25 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28588,SCM+053657,2CLUBR,DEFAULT,NY,2017-05-25 00:00:00.000,2NYRESTAUR,GCG,NYRES,0,No,NY
28589,SCM+053694,2SISRE,DEFAULT,NY,2017-06-02 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28590,SCM+053952,2LUSAL,DEFAULT,NY,2017-06-28 00:00:00.000,2NYRESTAUR,PBE,NYRES,0,No,NY
28591,SCM+054018,2REDWH,DEFAULT,NY,2017-07-13 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28592,SCM+054092,2CARMI,DEFAULT,NY,2017-07-20 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28593,SCM+054110,2CIRCO,DEFAULT,NY,2017-07-25 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28594,SCM+054111,2CARMI,DEFAULT,NY,2017-07-25 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28595,SCM+054114,2SCAFE,DEFAULT,NY,2017-07-25 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28596,SCM+054276,2LECIR,DEFAULT,NY,2017-08-10 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28597,SCM+054358,2LUCAN,DEFAULT,NY,2017-08-23 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28598,SCM+054405,2BUCOC,DEFAULT,NY,2017-08-30 00:00:00.000,2NYRESTAUR,GCV,NYRES,0,No,NY
28599,SCM+054430,2SISRE,DEFAULT,NY,2017-09-05 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28600,SCM+054616,2CASAL,DEFAULT,NY,2017-09-26 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28601,SCM+054647,2BEBLU,DEFAULT,NY,2017-09-27 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28602,SCM+054699,2CIRCO,DEFAULT,NY,2017-10-05 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28603,SCM+054728,2CARMI,DEFAULT,NY,2017-10-11 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28604,SCM+054759,2BEBLU,DEFAULT,NY,2017-10-13 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28605,SCM+054977,2HYATT,DEFAULT,NY,2017-11-01 00:00:00.000,2NYRESTAUR,RDA,NYRES,0,No,NY
28606,SCM+055127,2PRIRE,DEFAULT,NY,2017-11-13 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28607,SCM+055199,2TIROA,DEFAULT,NY,2017-11-21 00:00:00.000,2NYRESTAUR,GCV,NYRES,0,No,NY
28608,SCM+055206,2BLUEW,DEFAULT,NY,2017-11-22 00:00:00.000,2NYRESTAUR,RDA,NYRES,0,No,NY
28609,SCM+055514,2PRIRE,DEFAULT,NY,2017-12-28 00:00:00.000,2NYRESTAUR,PLU,NYRES,0,No,NY
28610,SCM+055561,2BOBBY,DEFAULT,NY,2018-01-05 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28611,SCM+055652,2MANHA,DEFAULT,NY,2018-01-12 00:00:00.000,2NYRESTAUR,GCV,NYRES,0,No,NY
28612,SCM+055685,2LUCAN,DEFAULT,NY,2018-01-19 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28613,SCM+055808,2HYATT,DEFAULT,NY,2018-01-26 00:00:00.000,2NYRESTAUR,RDA,NYRES,0,No,NY
28614,SCM+055875,2SANPI,DEFAULT,NY,2018-02-06 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28615,SCM+055988,2REDWH,DEFAULT,NY,2018-02-16 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28616,SCM+055993,2PRINC,DEFAULT,NY,2018-02-21 00:00:00.000,2NYRESTAUR,XX,NYRES,0,No,NY
28617,SCM+056033,2CANTI,DEFAULT,NY,2018-02-26 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28618,SCM+056185,2FRANI,DEFAULT,NY,2018-03-14 00:00:00.000,2NYRESTAUR,DES,NYRES,0,No,NY
28619,SCM+056216,2CARM2,DEFAULT,NY,2018-03-20 00:00:00.000,2NYRESTAUR,XX,NYRES,0,No,NY
28620,SCM+056225,2TIROA,DEFAULT,NY,2018-03-21 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28621,SCM+056274,2NOVIT,DEFAULT,NY,2018-03-28 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28622,SCM+056344,2REDWH,DEFAULT,NY,2018-04-05 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28623,SCM+056638,2SISRE,DEFAULT,NY,2018-05-11 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28624,SCM+056640,2REDWH,DEFAULT,NY,2018-05-11 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28625,SCM+056820,2PRIRE,DEFAULT,NY,2018-05-30 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28626,SCM+057224,2CARMI,DEFAULT,NY,2018-07-24 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28627,SCM+057346,2SISRE,DEFAULT,NY,2018-08-03 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28628,SCM+057455,2SISRE,DEFAULT,NY,2018-08-15 00:00:00.000,2NYRESTAUR,SNP,NYRES,0,No,NY
28629,SCM+057503,2QUEEN,DEFAULT,NY,2018-08-21 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28630,SCM+057527,2VINOR,DEFAULT,NY,2018-08-23 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28631,SCM+057643,2CASAL,DEFAULT,NY,2018-09-06 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28632,SCM+057648,2BEBLU,DEFAULT,NY,2018-09-07 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28633,SCM+057710,2CANTI,DEFAULT,NY,2018-09-13 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28634,SCM+057751,2CASAL,DEFAULT,NY,2018-09-19 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28635,SCM+057764,2BEBLU,DEFAULT,NY,2018-09-19 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28636,SCM+057805,2CARMI,DEFAULT,NY,2018-09-21 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28637,SCM+057808,2BUCOC,DEFAULT,NY,2018-09-21 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28638,SCM+057861,2COLUM,DEFAULT,NY,2018-09-25 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28639,SCM+057879,2CASAL,DEFAULT,NY,2018-09-27 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28640,SCM+058138,2CANTI,DEFAULT,NY,2018-10-25 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28641,SCM+058471,2CANTI,DEFAULT,NY,2018-12-06 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28642,SCM+058534,2REDWH,DEFAULT,NY,2018-12-11 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28643,SCM+058550,2TRAAR,DEFAULT,NY,2018-12-13 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28644,SCM+058551,2TRAAR,DEFAULT,NY,2018-12-13 00:00:00.000,2NYRESTAUR,GMI,NYRES,0,No,NY
28645,SCM+059166,2ORSRE,DEFAULT,NY,2019-02-01 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28646,SCM+059571,2SCAFE,DEFAULT,NY,2019-03-14 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28647,SCM+059674,2REDWH,DEFAULT,NY,2019-03-22 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28648,SCM+059681,2BALLA,DEFAULT,NY,2019-03-22 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28649,SCM+059795,2BEBLU,DEFAULT,NY,2019-04-08 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28650,SCM+059857,2TRATT,DEFAULT,NY,2019-04-15 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28651,SCM+059877,2BEBLU,DEFAULT,NY,2019-04-17 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28652,SCM+059911,2TIROA,DEFAULT,NY,2019-04-23 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28653,SCM+059927,2BALLA,DEFAULT,NY,2019-04-24 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28654,SCM+060208,2ORSRE,DEFAULT,NY,2019-05-30 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28655,SCM+060363,2ORSRE,DEFAULT,NY,2019-06-11 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28656,SCM+060391,2SCAFE,DEFAULT,NY,2019-06-13 00:00:00.000,2NYRESTAUR,GCI,NYRES,0,No,NY
28657,SCM+060554,2CAMPO,DEFAULT,NY,2019-07-02 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28658,SCM+060580,2LUCAN,DEFAULT,NY,2019-07-10 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28659,SCM+060804,2BUCOC,DEFAULT,NY,2019-07-23 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28660,SCM+061053,2CAMPO,DEFAULT,NY,2019-08-16 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28661,SCM+061136,2PORTI,DEFAULT,NY,2019-08-28 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28662,SCM+061158,2ORSRE,DEFAULT,NY,2019-09-03 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28663,SCM+061214,2TARA2,DEFAULT,NY,2019-09-05 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28664,SCM+061238,2ILTOS,DEFAULT,NY,2019-09-10 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28665,SCM+061370,2REDWH,DEFAULT,NY,2019-09-19 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28666,SCM+061455,2ACQUA,DEFAULT,NY,2019-09-26 00:00:00.000,2NYRESTAUR,FBU,NYRES,0,No,NY
28667,SCM+061480,2CORNL,DEFAULT,NY,2019-10-03 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28668,SCM+061542,2QUEEN,DEFAULT,NY,2019-10-10 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28669,SCM+061755,2CASAL,DEFAULT,NY,2019-10-30 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28670,SCM+061896,2LUSAL,DEFAULT,NY,2019-11-14 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28671,SCM+061958,2CAMPO,DEFAULT,NY,2019-11-18 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28672,SCM+062081,2PRIRE,DEFAULT,NY,2019-12-03 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28673,SCM+062138,2BUCOC,DEFAULT,NY,2019-12-05 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28674,SCM+062209,2VELOC,DEFAULT,NY,2019-12-10 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28675,SCM+062387,2WESTC,DEFAULT,NY,2019-12-24 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28676,SCM+062404,2MEZLR,DEFAULT,NY,2019-12-27 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28677,SCM+062410,2CIPRI,DEFAULT,NY,2019-12-27 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28678,SCM+062448,2LUSAL,DEFAULT,NY,2020-01-02 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28679,SCM+062475,2VELOC,DEFAULT,NY,2020-01-06 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28680,SCM+062505,2GIOGI,DEFAULT,NY,2020-01-07 00:00:00.000,2NYRESTAUR,NGR,NYRES,0,No,NY
28681,SCM+062538,2WESTC,DEFAULT,NY,2020-01-09 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28682,SCM+062905,2QUEEN,DEFAULT,NY,2020-02-12 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28683,SCM+062959,2SISRE,DEFAULT,NY,2020-02-18 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28684,SCM+063069,2LUCAN,DEFAULT,NY,2020-03-03 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28685,SCM+063328,2NOBU,DEFAULT,NY,2020-04-02 00:00:00.000,2NYRESTAUR,NGR,NYRES,0,No,NY
28686,SCM+063762,2LUCAN,DEFAULT,NY,2020-06-01 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28687,SCM+064239,2VINOR,DEFAULT,NY,2020-08-03 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28688,SCM+064240,2VINOR,DEFAULT,NY,2020-08-03 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28689,SCM+064241,2VINOR,DEFAULT,NY,2020-08-03 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28690,SCM+064655,2LUCAN,DEFAULT,NY,2020-10-05 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28691,SCM+064698,2GIOGI,DEFAULT,NY,2020-10-12 00:00:00.000,2NYRESTAUR,NGR,NYRES,0,No,NY
28692,SCM+064830,2LUCAN,DEFAULT,NY,2020-10-21 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28693,SCM+064883,2BEBLU,DEFAULT,NY,2020-10-27 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28694,SCM+065022,2LUCAN,DEFAULT,NY,2020-11-11 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28695,SCM+065115,2FRESC,DEFAULT,NY,2020-11-17 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28696,SCM+065116,2FRESC,DEFAULT,NY,2020-11-17 00:00:00.000,2NYRESTAUR,CLU,NYRES,0,No,NY
28697,SCM+065203,2LUCAN,DEFAULT,NY,2020-11-25 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28698,SCM+065204,2FRESC,DEFAULT,NY,2020-11-25 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28699,SCM+065359,2VINOR,DEFAULT,NY,2020-12-10 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28700,SCM+065798,2REDWH,DEFAULT,NY,2021-01-28 00:00:00.000,2NYRESTAUR,PDE,NYRES,0,No,NY
28701,SCM+065853,2PORTI,DEFAULT,NY,2021-02-05 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28702,SCM+066032,2CANTI,DEFAULT,NY,2021-03-01 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28703,SCM+066033,2CANTI,DEFAULT,NY,2021-03-01 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28704,SCM+066034,2CANTI,DEFAULT,NY,2021-03-01 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28705,SCM+066035,2CANTI,DEFAULT,NY,2021-03-01 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28706,SCM+066036,2CANTI,DEFAULT,NY,2021-03-01 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28707,SCM+066308,2BALLA,DEFAULT,NY,2021-04-06 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28708,SCM+066322,2LUSAL,DEFAULT,NY,2021-04-08 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28709,SCM+066335,2POSTO,DEFAULT,NY,2021-04-12 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28710,SCM+066337,2BEBLU,DEFAULT,NY,2021-04-12 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28711,SCM+066437,2VINOR,DEFAULT,NY,2021-04-21 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28712,SCM+066476,2STEVE,DEFAULT,NY,2021-04-23 00:00:00.000,2NYRESTAUR,DES,NYRES,0,No,NY
28713,SCM+066585,2PORTI,DEFAULT,NY,2021-05-04 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28714,SCM+066634,2BONAR,DEFAULT,NY,2021-05-12 00:00:00.000,2NYRESTAUR,MSA,NYRES,0,No,NY
28715,SCM+066850,2SISRE,DEFAULT,NY,2021-06-04 00:00:00.000,2NYRESTAUR,CCV2,NYRES,0,No,NY
28716,SCM+066871,2VINOR,DEFAULT,NY,2021-06-04 00:00:00.000,2NYRESTAUR,MCL,NYRES,0,No,NY
28717,SCM+066873,2MARCO,DEFAULT,NY,2021-06-07 00:00:00.000,2NYRESTAUR,VDI,NYRES,0,No,NY
28718,SCM+032287,2BASPA,DEFAULT,NY,2011-05-02 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28719,SCM+032362,2BAPIT,DEFAULT,NY,2011-05-10 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28720,SCM+032427,2TARA2,DEFAULT,NY,2011-05-16 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28721,SCM+032520,2BASPA,DEFAULT,NY,2011-05-23 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28722,SCM+032577,2BASPA,DEFAULT,NY,2011-05-27 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28723,SCM+032582,2TARA2,DEFAULT,NY,2011-05-27 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28724,SCM+032599,2TARA2,DEFAULT,NY,2011-06-01 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28725,SCM+032676,2BASPA,DEFAULT,NY,2011-06-07 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28726,SCM+032682,2TARA2,DEFAULT,NY,2011-06-07 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28727,SCM+032698,2TARA2,DEFAULT,NY,2011-06-08 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28728,SCM+033324,2BASPA,DEFAULT,NY,2011-08-19 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28729,SCM+033415,2BASPA,DEFAULT,NY,2011-09-01 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28730,SCM+033677,2BASPA,DEFAULT,NY,2011-10-03 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28731,SCM+033876,2BASPA,DEFAULT,NY,2011-10-20 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28732,SCM+033877,2FRESC,DEFAULT,NY,2011-10-20 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28733,SCM+034043,2OSGRO,DEFAULT,NY,2011-11-09 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28734,SCM+034088,2TARA2,DEFAULT,NY,2011-11-15 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28735,SCM+034324,2BASPA,DEFAULT,NY,2011-12-05 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28736,SCM+034336,2GATTO,DEFAULT,NY,2011-12-06 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28737,SCM+034576,2OSGRO,DEFAULT,NY,2011-12-27 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28738,SCM+034777,2RAGUB,DEFAULT,NY,2012-01-09 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28739,SCM+034788,2BASPA,DEFAULT,NY,2012-01-10 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28740,SCM+034976,2GATTO,DEFAULT,NY,2012-01-26 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28741,SCM+034978,2GATTO,DEFAULT,NY,2012-01-26 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28742,SCM+035110,2OSGRO,DEFAULT,NY,2012-02-09 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28743,SCM+035207,2RAGUB,DEFAULT,NY,2012-02-10 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28744,SCM+035624,2PRIRE,DEFAULT,NY,2012-04-05 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28745,SCM+035675,2OSGRO,DEFAULT,NY,2012-04-10 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28746,SCM+036961,2NOVIT,DEFAULT,NY,2012-08-22 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28747,SCM+038182,2BASPA,DEFAULT,NY,2012-12-20 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28748,SCM+038187,2BASPA,DEFAULT,NY,2012-12-21 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28749,SCM+038340,2BASPA,DEFAULT,NY,2013-01-08 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28750,SCM+038351,2BASPA,DEFAULT,NY,2013-01-10 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28751,SCM+038906,2LEZIE,DEFAULT,NY,2013-03-12 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28752,SCM+039162,2BASPA,DEFAULT,NY,2013-04-09 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28753,SCM+039358,2BASPA,DEFAULT,NY,2013-04-25 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28754,SCM+039636,2BASPA,DEFAULT,NY,2013-05-20 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28755,SCM+039637,2GATTO,DEFAULT,NY,2013-05-20 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28756,SCM+039724,2RAGUB,DEFAULT,NY,2013-06-04 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28757,SCM+040317,2NOVEC,DEFAULT,NY,2013-07-30 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
28758,SCM+040318,2BASPA,DEFAULT,NY,2013-07-30 00:00:00.000,2NYRESTAUR,KBU,NYRES,0,No,NY
